"study","outcome.name","reference_condition","condition.name","estimate","std.error","model","prediction","z_raw","z_recal"
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Eric, Not engage",-0.134326758147513,0.0362795967570243,"babbage-002",0.00857126925268326,3.93879866849757,3.50616355818045
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Eric, Engage",0.0523314910107377,0.0351610839935951,"babbage-002",-0.0123504521590961,-1.83958899508377,-1.61253810118046
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Erica, Stay out",-0.0559350827730785,0.0363933429989116,"babbage-002",0.0128117539446752,1.88899482852701,1.32583679208677
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Erica, Not engage",-0.143638626834384,0.0354440214410913,"babbage-002",0.0347505679649741,5.0329840561643,3.75419206218026
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Erica, Engage",0.0912115193644495,0.0355417778849742,"babbage-002",-0.0135965111532808,-2.94886853597831,-2.6845698878636
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Eric, Stay out",0.130664508758574,0.0351443430108847,"babbage-002",-0.0259718412918901,-4.45694346888067,-3.7911171128834
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Democrat, Erica, Stay out",0.110162740411975,0.0367971740044917,"babbage-002",-0.0188756038360637,-3.50674604066842,-3.08909126250512
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Democrat, Erica, Not engage",-0.0563185350793134,0.0361538505825013,"babbage-002",-0.0121162753049998,1.22261554612133,1.43610081264296
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Democrat, Erica, Engage",0.283249069587811,0.036053592604694,"babbage-002",-0.0136398132194529,-8.23465461715486,-7.97274859341036
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Eric, Not engage",0.0164453945394613,0.0366846799213605,"babbage-002",-0.00340058950769506,-0.540988338720672,-0.599489321932537
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Eric, Engage",0.203103643697709,0.035578904250764,"babbage-002",-0.0243223109194744,-6.39215735859263,-5.78693655413471
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Erica, Stay out",0.0948370699138857,0.0367971740044911,"babbage-002",0.00083989518429689,-2.55446721854554,-2.74321720464209
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Erica, Not engage",0.00713352585258601,0.0358585450903536,"babbage-002",0.0227787092045958,0.436302792335502,-0.449840057921712
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Erica, Engage",0.241983672051415,0.0359551745275311,"babbage-002",-0.0255683699136591,-7.44126667387495,-6.8031559805157
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Democrat, Eric, Stay out",0.150772152686966,0.03498061239212,"babbage-002",-0.0119718587603783,-4.65240601345234,-4.436433124093
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Eric, Stay out",-0.136151863600321,0.0355100551632318,"babbage-002",-0.0172491486075165,3.34842383224232,3.72937776541569
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Erica, Stay out",-0.156653631946914,0.0371466174334337,"babbage-002",-0.0101529111516902,3.94385090534155,4.09181002696312
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Erica, Not engage",-0.323134907438202,0.0365094519812454,"babbage-002",-0.00339358262062622,8.7577683987649,8.69876942411754
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Erica, Engage",0.016432697228924,0.0364101731901165,"babbage-002",-0.00491712053507937,-0.586369574583588,-0.598170715330048
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Eric, Not engage",-0.250370977819437,0.0370351847971859,"babbage-002",0.00532210317667847,6.904058462145,6.57954477146822
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Eric, Engage",-0.0637127286611843,0.0359401947645539,"babbage-002",-0.0155996182351009,1.33869921243541,1.66314816073827
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Erica, Stay out",-0.171979302444995,0.0371466174334331,"babbage-002",0.00956258786867042,4.88717150731125,4.43443039915795
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Erica, Not engage",-0.259682846506305,0.0362170460974657,"babbage-002",0.0315014018889693,8.03997784942627,6.89001857611667
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Erica, Engage",-0.0248327003074681,0.0363127215633069,"babbage-002",-0.0168456772292855,0.219951100725351,0.579908882066768
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Eric, Stay out",-0.116044219671918,0.0353480185492309,"babbage-002",-0.00324916607600478,3.1909866019454,3.12542505636381
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Eric, Not engage",-0.266816372358884,0.0357636549507619,"babbage-002",0.00872269268437353,7.70444367116868,7.26077514086319
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Eric, Stay out",0.0205017683465968,0.0365507457786488,"babbage-002",-0.00709623745582633,-0.75505999164987,-0.699339084170481
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Eric, Not engage",-0.093717345872521,0.0380341676948675,"babbage-002",0.0154750143283687,2.8709017922226,2.25278707101087
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Eric, Engage",0.0929409032857301,0.0369687787057359,"babbage-002",-0.00544670708341066,-2.66137031878403,-2.65677985241486
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Erica, Stay out",-0.0153256704980842,0.0381426819458932,"babbage-002",0.0197154990203606,0.91868656661721,0.176503433325275
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Erica, Not engage",-0.103029214559386,0.0372379836632642,"babbage-002",0.0416543130406595,3.88537491472123,2.45835934508163
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Erica, Engage",0.131820931639442,0.0373310426671144,"babbage-002",-0.00669276607759534,-3.71041599218596,-3.6680921748556
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Eric, Stay out",0.186983043837884,0.0359030070356284,"babbage-002",-0.0138555659868903,-5.59392169088989,-5.32411582664248
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Democrat, Erica, Stay out",0.166481275491282,0.0375224343993097,"babbage-002",-0.00675932853106398,-4.61698732493576,-4.57287164923787
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Eric, Not engage",0.0727639296187598,0.0374121211570018,"babbage-002",0.0087156857973047,-1.71196504877854,-2.13587252454514
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Eric, Engage",0.259422178777004,0.0363284942740348,"babbage-002",-0.0122060356144746,-7.47700172604237,-7.26174631262324
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Erica, Stay out",0.151155604993202,0.0375224343993105,"babbage-002",0.0129561704892966,-3.68311482760417,-4.23368289204315
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Erica, Not engage",0.0634520609318937,0.0366024087258001,"babbage-002",0.0348949845095956,-0.7801966432381,-2.02298319566807
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Erica, Engage",0.298302207130725,0.0366970795001306,"babbage-002",-0.0134520946086593,-8.49534366183757,-8.24381974018447
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Eric, Stay out",-0.152584560829243,0.0358020466169716,"babbage-002",-0.0123320280724372,3.91744456000794,4.13984813581757
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Democrat, Erica, Stay out",-0.173086329175835,0.037425842823027,"babbage-002",-0.00523579061661084,4.48488332922595,4.48303938662239
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Democrat, Erica, Not engage",-0.339567604667124,0.0367935131271656,"babbage-002",0.00152353791445314,9.27041517896644,9.06061699530645
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Eric, Not engage",-0.266803675048347,0.0373152440328297,"babbage-002",0.0102392237117578,7.42438930632115,6.95317125718605
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Eric, Engage",-0.0801454258901063,0.0362287196017482,"babbage-002",-0.0106824977000215,1.91734427696233,2.08559660460315
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Erica, Stay out",-0.188411999673917,0.0374258428230264,"babbage-002",0.0144797084037498,5.4211660385865,4.82310354899824
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Erica, Not engage",-0.276115543735214,0.0365033827513821,"babbage-002",0.0364185224240487,8.56178366503388,7.26838791796184
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Erica, Engage",-0.041265397536395,0.0365983096823105,"babbage-002",-0.0119285566942062,0.801590048743932,1.00667751755962
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, WARNING",0.434922473139027,0.0268469316731273,"babbage-002",-0.00372607167469341,-16.3388706819257,-16.2837722189983
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, NO WARNING",0.610626885685552,0.0277684694444884,"babbage-002",-0.0388800819874382,-23.390088854966,-22.4386640986349
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, WARNING",0.609872611464962,0.0283548969933422,"babbage-002",-0.0350320327570502,-22.7440305769207,-21.9085639541681
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","HIGH STATUS, NO DRINKING, WARNING",0.0372494236254802,0.0280927505615482,"babbage-002",0.0133019229874639,-0.852444141614037,-1.22981788098446
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.000781875738966087,0.0279271968110217,"babbage-002",0.00027557830776892,0.0378646684051611,-0.0108257985970846
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, NO DRINKING, WARNING",0.00964206166230075,0.028092750561549,"babbage-002",0.0160907359678938,0.229549409605318,-0.218253634115345
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, NO WARNING",0.457965402431971,0.0275790218522222,"babbage-002",-0.0317210693433335,-17.755759228852,-16.9819619522695
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, LIGHT DRINKING, WARNING",0.397673049513543,0.0265699113824637,"babbage-002",-0.0170279946621573,-15.6079197331989,-15.1970634630096
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, HEAVY DRINKING, NO WARNING",0.57337746206006,0.0275007335520321,"babbage-002",-0.0521820049749021,-22.7470102152507,-21.4431613841852
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, HEAVY DRINKING, WARNING",0.572623187839472,0.0280927505615495,"babbage-002",-0.0483339557445142,-22.103821490299,-20.9246290158099
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.0380312993644608,0.0276609973126767,"babbage-002",-0.013026344679695,0.903978782909117,1.19599290207676
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, NO DRINKING, WARNING",-0.0276073619631907,0.0278281347690391,"babbage-002",0.00278881298042988,1.09228215242937,0.979345039910719
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, LIGHT DRINKING, NO WARNING",0.420715978806467,0.0273094287185893,"babbage-002",-0.0450229923307974,-17.0541455091018,-15.9271441962014
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","HIGH STATUS, NO DRINKING, NO WARNING",-0.458817675159237,0.0282216704286389,"babbage-002",0.0175843365551031,16.8807162892419,16.3974114478839
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, WARNING",-0.0238952020201993,0.0267061835263156,"babbage-002",0.0138582648804096,1.41366013093588,1.00191395384669
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, NO WARNING",0.15180921052632,0.0276324156303633,"babbage-002",-0.0212957454323351,-6.26456109644075,-5.75992857280149
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, WARNING",0.151054936305732,0.028221670428639,"babbage-002",-0.0174476962019472,-5.97068245601381,-5.57332198024849
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","HIGH STATUS, NO DRINKING, WARNING",-0.421568251533755,0.0279582748465124,"babbage-002",0.030886259542567,16.1832056362649,15.3578020626749
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","HIGH STATUS, LIGHT DRINKING, WARNING",0.00707236842105693,0.0276324156303624,"babbage-002",-0.0207850989251522,-1.00814448214942,-0.516622776358024
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.459599550898193,0.0277919200488411,"babbage-002",0.017859914862872,17.1797941603885,16.6819810596172
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, NO DRINKING, WARNING",-0.449175613496932,0.0279582748465118,"babbage-002",0.0336750725229968,17.2704034376488,16.3742318037906
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, NO WARNING",-0.000852272727271451,0.0274420287989973,"babbage-002",-0.0141367327882305,-0.484091761518901,-0.161040633488866
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, WARNING","HIGH STATUS, NO DRINKING, NO WARNING",-0.465890043580296,0.0277684694444888,"babbage-002",0.0383694354802553,18.1594264699609,17.1371922996496
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, WARNING","LOW STATUS, LIGHT DRINKING, WARNING",-0.0309675704412583,0.026226807889029,"babbage-002",0.0346433638055619,2.50167441361653,1.52014522963973
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, WARNING","LOW STATUS, HEAVY DRINKING, NO WARNING",0.144736842105261,0.0271693873150634,"babbage-002",-0.00051064650718291,-5.34599793981792,-5.37551618882858
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, WARNING","LOW STATUS, HEAVY DRINKING, WARNING",0.143982567884673,0.0277684694444887,"babbage-002",0.00333740272320504,-5.06492320156962,-5.19211897635573
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, WARNING","HIGH STATUS, NO DRINKING, WARNING",-0.428640619954815,0.0275007335520332,"babbage-002",0.0516713584677192,17.4654242409117,16.0900766243767
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.466671919319266,0.0273315940535487,"babbage-002",0.0386450137880242,18.4883813259213,17.442654164383
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, WARNING","LOW STATUS, NO DRINKING, WARNING",-0.456247981917989,0.0275007335520321,"babbage-002",0.0544601714481491,18.5707102103246,17.1234171354769
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, WARNING","LOW STATUS, LIGHT DRINKING, NO WARNING",-0.00792464114832561,0.0269757327632033,"babbage-002",0.00664836613692177,0.540226558928769,0.322214686305766
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","HIGH STATUS, NO DRINKING, NO WARNING",-0.620376410099002,0.0279679280213195,"babbage-002",0.032969765637246,23.3605498139945,22.4825789683566
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, WARNING",-0.185453936959966,0.0264378999650924,"babbage-002",0.0292436939625526,8.12082772103673,7.29203555271844
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, NO WARNING",-0.00974952441344596,0.0273732115323015,"babbage-002",-0.00591031635019224,0.140254206515859,0.250904729344589
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, WARNING",-0.010503798634034,0.0279679280213194,"babbage-002",-0.00206226711980428,0.301828991686294,0.312513405702938
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","HIGH STATUS, NO DRINKING, WARNING",-0.583126986473528,0.0277021199263904,"babbage-002",0.0462716886247099,22.7202350134454,21.4931731305897
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","HIGH STATUS, LIGHT DRINKING, NO WARNING",-0.16155873493976,0.027832849226864,"babbage-002",0.0153854290821429,6.35738592839132,5.92337963330999
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","HIGH STATUS, LIGHT DRINKING, WARNING",-0.154486366518709,0.0273732115323016,"babbage-002",-0.00539966984300932,5.44644520427466,5.54386075949284
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.621158285837967,0.0275342175487913,"babbage-002",0.0332453439450149,23.7669230521391,22.8680219913666
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","LOW STATUS, NO DRINKING, WARNING",-0.610734348436694,0.0277021199263896,"babbage-002",0.0490605016051398,23.8174858745485,22.5190015559879
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, NO WARNING",-0.162411007667031,0.0271810091907561,"babbage-002",0.00124869629391244,6.02110476518295,5.94567794446
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","HIGH STATUS, NO DRINKING, NO WARNING",-0.646746596727866,0.0285396214029438,"babbage-002",0.0419771857975902,24.1321975789916,23.0479002603538
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","LOW STATUS, LIGHT DRINKING, WARNING",-0.21182412358883,0.0270419590004478,"babbage-002",0.0382511141228968,9.24767461216793,8.20108127978716
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","LOW STATUS, HEAVY DRINKING, NO WARNING",-0.0361197110423099,0.027957068902333,"babbage-002",0.00309710381015205,1.40275130377453,1.28251161088238
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","LOW STATUS, HEAVY DRINKING, WARNING",-0.0368739852628979,0.0285396214029438,"babbage-002",0.00694515304054,1.53537910278368,1.32193588507737
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","HIGH STATUS, NO DRINKING, WARNING",-0.609497173102393,0.0282791874075936,"babbage-002",0.0552791087850542,23.5076161243919,22.0796180563973
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","HIGH STATUS, LIGHT DRINKING, NO WARNING",-0.187928921568623,0.0284072611862356,"babbage-002",0.0243928492424872,7.47420771820088,6.82402038757608
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","HIGH STATUS, LIGHT DRINKING, WARNING",-0.180856553147573,0.0279570689023329,"babbage-002",0.00360775031733496,6.59812743994471,6.46492917942545
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","HIGH STATUS, HEAVY DRINKING, NO WARNING",-0.0263701866288644,0.0281551914240696,"babbage-002",0.00900742016034428,1.25652162176261,0.988198606621143
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.647528472466827,0.028114731512889,"babbage-002",0.0422527641053592,24.5345126719763,23.4268746034995
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","LOW STATUS, NO DRINKING, WARNING",-0.637104535065556,0.0282791874075923,"babbage-002",0.058067921765484,24.5824763919632,23.0845133405049
"CalarcoS38","Approval","HIGH STATUS, HEAVY DRINKIG, WARNING","LOW STATUS, LIGHT DRINKING, NO WARNING",-0.188781194295899,0.0277689080204037,"babbage-002",0.0102561164542567,7.16763189261564,6.86367371580762
"CalarcoS38","Approval","LOW STATUS, NO DRINKING, NO WARNING","LOW STATUS, NO DRINKING, WARNING",0.0104239374012723,0.0276609973126769,"babbage-002",0.0158151576601249,0.194903321738939,-0.252821216947124
"CalarcoS38","Approval","LOW STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, WARNING",-0.0230429292929279,0.0260261407643138,"babbage-002",0.0279949976686401,1.96102554826528,1.15315995539026
"CalarcoS38","Approval","LOW STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.458747278170936,0.027139096973625,"babbage-002",0.0319966476511024,18.0825443933881,17.2031991231198
"CalarcoS38","Approval","LOW STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, NO DRINKING, WARNING",-0.44832334076966,0.0273094287185894,"babbage-002",0.0478118053112273,18.1671740992213,16.8824578249338
"CalarcoS38","Approval","LOW STATUS, LIGHT DRINKING, WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.435704348878009,0.0263948077939595,"babbage-002",0.00400164998246233,16.65880662185,16.5071370486594
"CalarcoS38","Approval","LOW STATUS, LIGHT DRINKING, WARNING","LOW STATUS, NO DRINKING, WARNING",-0.425280411476721,0.026569911382463,"babbage-002",0.0198168076425872,16.7519271220861,16.1789662278409
"CalarcoS38","Approval","LOW STATUS, HEAVY DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, WARNING",-0.175704412546519,0.0262268078890289,"babbage-002",0.0351540103127448,8.03980506325627,7.04446239616099
