"study","outcome.name","reference_condition","condition.name","estimate","std.error","prediction_combined","pg","ph","z_raw_combined","zg_raw","zh_raw","zc","zg","zh"
"Blair1131","Approve_Handling","Male, Republican, Eric, Stay out","Male, Republican, Erica, Not engage",-0.123530982905984,0.0356056211609257,-0.154909791680919,-0.183475497340332,-0.126344086021505,-0.881288059351999,-1.68356884334129,-0.0790072753627046,0.668525107140167,0.599849702387621,1.33524486076779
"Blair1131","Approve_Handling","Male, Republican, Eric, Stay out","Male, Republican, Erica, Engage",0.111319163292842,0.035702935139337,0.23560401010817,0.298028296714036,0.173179723502304,3.48108205474661,5.22951776072552,1.7326463487677,1.15560112817388,1.44175458278003,-0.160739538342379
"Blair1131","Approve_Handling","Male, Republican, Eric, Not engage","Male, Republican, Eric, Stay out",0.114219114219117,0.0364374909014214,0.14126615579701,0.19198532702179,0.09054698457223,0.742286060559606,2.13423621876332,-0.649664097644107,-0.620018117004504,-0.268391871306583,-1.61180584221622
"Blair1131","Approve_Handling","Male, Republican, Eric, Not engage","Male, Republican, Erica, Stay out",0.0783916753744329,0.0380341676948677,0.176977800904477,0.215778344283871,0.138177257525084,2.5920410910779,3.61219075468233,1.57189142747346,0.954623363814008,1.02910061613059,0.156974291771918
"Blair1131","Approve_Handling","Male, Republican, Eric, Not engage","Male, Republican, Erica, Not engage",-0.00931186868687216,0.0371268252550803,-0.0136436358839088,0.00850982968145789,-0.0357971014492754,-0.116674861566405,0.480022146948624,-0.713371870081434,0.0230057728225593,0.344403842639224,-0.317506267070426
"Blair1131","Approve_Handling","Male, Republican, Eric, Not engage","Male, Republican, Erica, Engage",0.225538277511956,0.0372201621816676,0.37687016590518,0.490013623735826,0.263726708074534,4.0658578448581,7.10570106957069,1.02601462014552,0.491917032569875,1.15269434272115,-1.74822171270129
"Blair1131","Approve_Handling","Male, Republican, Eric, Engage","Male, Republican, Eric, Stay out",-0.0724391349391368,0.0353239781160555,-0.215153459285715,-0.289215107157038,-0.141091811414392,-4.04015436420257,-6.13679386578974,-1.9435148626154,-1.87439668222558,-2.48899872324729,-0.353572408381916
"Blair1131","Approve_Handling","Male, Republican, Eric, Engage","Male, Republican, Eric, Not engage",-0.186658249158251,0.0368568083969506,-0.356419615082725,-0.481200434178827,-0.231638795986622,-4.60597032971848,-7.99152715146506,-1.2204135079719,-1.17378657760722,-2.1529247894285,1.27088156532408
"Blair1131","Approve_Handling","Male, Republican, Eric, Engage","Male, Republican, Erica, Stay out",-0.108266573783816,0.0369687787057362,-0.179441814178247,-0.265422089894956,-0.0934615384615384,-1.92527973295985,-4.25103348320121,0.400474017281507,-0.197759786443956,-1.0549665425458,1.4122988386256
"Blair1131","Approve_Handling","Male, Republican, Eric, Engage","Male, Republican, Erica, Not engage",-0.195970117845123,0.0360346200239964,-0.370063250966633,-0.472690604497369,-0.267435897435897,-4.83127428582781,-7.67929525739332,-1.98325331426231,-1.18677847999392,-1.81367775588489,0.956096580916497
"Blair1131","Approve_Handling","Male, Republican, Eric, Engage","Male, Republican, Erica, Engage",0.0388800283537137,0.0361307785631876,0.0204505508224553,0.00881318955699839,0.0320879120879122,-0.510076955552669,-0.832166922285736,-0.187986988819602,-0.700511092232569,-0.975299760522497,-0.521121319012002
"Blair1131","Approve_Handling","Male, Republican, Erica, Not engage","Male, Republican, Erica, Stay out",0.0877035440613018,0.0372379836632645,0.190621436788386,0.207268514602413,0.173974358974359,2.76378800897895,3.21083363756516,2.31674238039273,0.961689816989931,0.675284622241442,0.493003274609314
"Blair1131","Approve_Handling","Male, Republican, Erica, Engage","Male, Republican, Erica, Stay out",-0.147146602137526,0.0373310426671142,-0.199892365000703,-0.274235279451954,-0.125549450549451,-1.41291962652951,-3.40436988186199,0.578530628802957,0.491716490030828,-0.133149545603922,1.91903410001147
"Blair1131","Approve_Handling","Male, Republican, Erica, Engage","Male, Republican, Erica, Not engage",-0.234850146198835,0.0364061806276629,-0.390513801789089,-0.481503794054368,-0.29952380952381,-4.27574804350594,-6.77504873082224,-1.77644735618964,-0.469642358331849,-0.860430150978229,1.48000028309165
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Eric, Stay out",-0.0201076439283984,0.0347212938351431,-0.0501543766919913,-0.0429028394054879,-0.0574059139784946,-0.865369041437655,-0.656519183453281,-1.07421889942203,-0.343856663029425,-0.135637521535047,-0.40584092178858
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Democrat, Erica, Stay out",-0.040609412274994,0.0363933429989121,-0.0166561324134246,0.0190835685064842,-0.0523958333333334,0.658177509614478,1.64021702494499,-0.323862005716037,0.829968959416324,1.37120664056134,0.259594705244912
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Democrat, Erica, Not engage",-0.207090687766282,0.0357427518786879,-0.156043955795957,-0.14210135245213,-0.169986559139785,1.42817016841846,1.81825214618976,1.03808819064715,2.98326749164329,3.57234742733924,2.92775982512067
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Democrat, Erica, Engage",0.132476916900843,0.0356413375117274,0.165105956498886,0.248961912997772,0.0812499999999999,0.915483028304052,3.26825546484054,-1.43728940823244,-0.713978850283029,0.0930478180401155,-2.3181993253398
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Eric, Not engage",-0.134326758147513,0.0362795967570243,-0.191420532489001,-0.234888166427278,-0.147952898550725,-1.57371579193295,-2.77184470801195,-0.375586875853954,0.303475593554194,0.106447978444766,1.24695157919538
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Eric, Engage",0.0523314910107377,0.0351610839935951,0.164999082593724,0.24631226775155,0.0836858974358974,3.20432645374384,5.51691684978049,0.891736057707185,1.55368404046858,2.33222900097865,-0.0284882066185161
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Erica, Stay out",-0.0559350827730785,0.0363933429989116,-0.0144427315845237,-0.0191098221434065,-0.00977564102564099,1.14010826622319,1.01186803945912,1.26834849298725,1.29037503834129,1.21481012443899,1.39061765646015
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Erica, Not engage",-0.143638626834384,0.0354440214410913,-0.20506416837291,-0.22637833674582,-0.18375,-1.73302969135757,-2.33437704152591,-1.13168234118924,0.324649605277264,0.503798290523529,0.926837243187634
"Blair1131","Approve_Handling","Male, Democrat, Eric, Stay out","Male, Republican, Erica, Engage",0.0912115193644495,0.0355417778849742,0.185449633416179,0.255125457308548,0.11577380952381,2.65147439603942,4.61186658907672,0.69108220300212,0.814871672676284,1.34977734275652,-0.574823716684029
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Eric, Stay out",0.130664508758574,0.0351443430108847,0.137630167862142,0.121736762523292,0.153523573200993,0.198201431775536,-0.25403081891493,0.650433682466003,-1.17761363654268,-1.84615894505217,-1.05279040925523
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Democrat, Erica, Stay out",0.110162740411975,0.0367971740044917,0.171128412140709,0.183723170435264,0.158533653846154,1.656803093664,1.99907824482147,1.31452794250653,0.0206003775090251,-0.27909043731579,-0.365810325960412
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Democrat, Erica, Not engage",-0.0563185350793134,0.0361538505825013,0.0317405887581763,0.0225382494766504,0.0409429280397022,2.43567759501974,2.18114483756071,2.69021035247877,2.13484536654549,1.86738047690274,2.26083491265951
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Democrat, Erica, Engage",0.283249069587811,0.036053592604694,0.35289050105302,0.413601514926553,0.292179487179487,1.93160865350606,3.61551889621592,0.247698410796197,-1.5225797640692,-1.57699081234786,-2.92708776894091
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Eric, Not engage",0.0164453945394613,0.0366846799213605,-0.00363598793486754,-0.0702485644984976,0.0629765886287625,-0.547405143437984,-2.36321972070634,1.26840943383037,-0.502589561160531,-1.53499071995103,0.608717185237064
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Eric, Engage",0.203103643697709,0.035578904250764,0.352783627147857,0.41095186968033,0.294615384615385,4.20698688175407,5.84189508810288,2.57207867540526,0.707776313913599,0.613598627563227,-0.672026924238807
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Erica, Stay out",0.0948370699138857,0.0367971740044911,0.17334181296961,0.145529779785374,0.201153846153846,2.1334448956907,1.37762508243978,2.88926470894163,0.475953724672561,-0.433770578089029,0.752800200983791
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Erica, Not engage",0.00713352585258601,0.0358585450903536,-0.0172796238187763,-0.0617387348170397,0.0271794871794871,-0.680818187404089,-1.92066522766294,0.559028852854763,-0.500310922465985,-1.18007842926448,0.277270974859853
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Republican, Erica, Engage",0.241983672051415,0.0359551745275311,0.373234177970312,0.419765059237328,0.326703296703297,3.6503926804304,4.94452855596027,2.35625680490053,-0.0134979555540263,-0.339284863086038,-1.20534979447524
"Blair1131","Approve_Handling","Male, Democrat, Eric, Not engage","Male, Democrat, Eric, Stay out",0.150772152686966,0.03498061239212,0.187784544554134,0.16463960192878,0.210929487179487,1.05808301616542,0.396432431953022,1.71973360037781,-0.831606180010295,-1.75470511162173,-0.637731651514078
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Eric, Stay out",-0.136151863600321,0.0355100551632318,-0.217953309396661,-0.269407567559925,-0.166499051233397,-2.30361359396138,-3.75261889476253,-0.854608293160234,-0.121299751405456,-0.374786959219295,1.00876975179085
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Erica, Stay out",-0.156653631946914,0.0371466174334337,-0.184455065118094,-0.207421159647953,-0.161488970588235,-0.748424354411273,-1.36667969276109,-0.130169016061459,1.01858890535084,1.11190738457678,1.59800042854209
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Erica, Not engage",-0.323134907438202,0.0365094519812454,-0.323842888500627,-0.368606080606567,-0.279079696394687,-0.0193917197877505,-1.24546304315175,1.20667960357624,3.12965467602133,3.26179457377168,4.23339645026474
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Erica, Engage",0.016432697228924,0.0364101731901165,-0.00269297620578324,0.0224571848433356,-0.0278431372549021,-0.525283780849987,0.165461657733803,-1.21602921943378,-0.489296596191143,-0.145092599284545,-0.898400921474834
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Eric, Not engage",-0.250370977819437,0.0370351847971859,-0.359219465193671,-0.461392894581715,-0.257046035805627,-2.93905614270095,-5.69787670610766,-0.180235579294241,0.503352680224362,-0.127913648829172,2.56922416935837
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Eric, Engage",-0.0637127286611843,0.0359401947645539,-0.00279985011094591,0.0198075395971128,-0.0254072398190046,1.69483996815493,2.32386799252043,1.06581194378942,1.73235016740505,2.04240697415627,1.36090289781447
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Erica, Stay out",-0.171979302444995,0.0371466174334331,-0.182241664289193,-0.245614550297843,-0.118868778280543,-0.276266388523487,-1.98228675827087,1.4297539812239,1.46965867984977,0.958682341535411,2.70608802970729
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Erica, Not engage",-0.259682846506305,0.0362170460974657,-0.372863101077579,-0.452883064900257,-0.292843137254902,-3.12505482271217,-5.33451065760636,-0.915598987817983,0.528443840762287,0.255610080135686,2.28521206080839
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Republican, Erica, Engage",-0.0248327003074681,0.0363127215633069,0.0176507007115094,0.0286207291541112,0.00668067226890756,1.16993161597411,1.47203038385293,0.867832848095284,1.00773981651962,1.08431121268961,0.811906497177186
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Eric, Stay out",-0.116044219671918,0.0353480185492309,-0.167798932704669,-0.226504728154437,-0.109093137254902,-1.46414750124311,-3.1249420198384,0.196647017352186,0.226009931965122,-0.277450396187685,1.42901512322011
"Blair1131","Approve_Handling","Male, Democrat, Eric Engage","Male, Democrat, Eric, Not engage",-0.266816372358884,0.0357636549507619,-0.355583477258803,-0.391144330083217,-0.320022624434389,-2.48204790651655,-3.47637728569697,-1.48771852733613,1.04676976281319,1.40827919561461,2.05295455818154
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Eric, Stay out",0.0205017683465968,0.0365507457786488,-0.0334982442785667,-0.0619864079119722,-0.00501008064516129,-1.47739838065651,-2.25681239879802,-0.697984362515001,-1.14326743451073,-1.52720359156428,-0.627587177822938
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Eric, Not engage",-0.093717345872521,0.0380341676948675,-0.174764400075577,-0.253971734933762,-0.0955570652173913,-2.13090121632904,-4.21343225772406,-0.048370174934011,-0.4952956276834,-1.24227853841041,0.956809237049725
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Eric, Engage",0.0929409032857301,0.0369687787057359,0.181655215007148,0.227228699245065,0.136081730769231,2.39970902007789,3.63246503294683,1.16695300720895,0.670324711619114,0.835645127863031,-0.26641761143732
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Erica, Stay out",-0.0153256704980842,0.0381426819458932,0.00221340082890084,-0.0381933906498907,0.0426201923076924,0.459827952105332,-0.599530997433406,1.51918690164407,0.448655715145329,-0.180897569283279,1.09488283798027
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Erica, Not engage",-0.103029214559386,0.0372379836632642,-0.188408035959485,-0.245461905252304,-0.131354166666667,-2.29278851863094,-3.82493026424063,-0.760646773021256,-0.492541210532852,-0.89302049425205,0.644594021045837
"Blair1131","Approve_Handling","Male, Democrat, Erica, Stay out","Male, Republican, Erica, Engage",0.131820931639442,0.0373310426671144,0.202105765829603,0.236041888802064,0.168169642857143,1.88274500706824,2.79180407822982,0.973685935906653,-0.0237373794907113,-0.0840435533710753,-0.784272612401136
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Eric, Stay out",0.186983043837884,0.0359030070356284,0.105889579103966,0.0991985130466418,0.11258064516129,-2.25868169352624,-2.44504675344126,-2.07231663361122,-3.29254098303169,-3.72122491641003,-3.29046124505143
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Democrat, Erica, Stay out",0.166481275491282,0.0375224343993097,0.139387823382533,0.161184920958614,0.117590725806452,-0.722060083320398,-0.141151676789019,-1.30296848985178,-2.02725729404089,-2.10516353181628,-2.52112139581361
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Eric, Not engage",0.0727639296187598,0.0374121211570018,-0.0353765766930439,-0.092786813975148,0.0220336605890603,-2.89052058443804,-4.42505633132017,-1.35598483755592,-2.54631383462956,-3.34201217451552,-1.57187641460523
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Eric, Engage",0.259422178777004,0.0363284942740348,0.321043038389681,0.388413620203679,0.253672456575682,1.69621287212885,3.55069605840697,-0.158270314149274,-1.4215771897581,-1.29072110628393,-2.89160918063712
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Erica, Stay out",0.151155604993202,0.0375224343993105,0.141601224211434,0.122991530308723,0.160210918114144,-0.254631154260705,-0.750592948867835,0.241330640346425,-1.58070534139345,-2.25685390442129,-1.42413217157575
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Erica, Not engage",0.0634520609318937,0.0366024087258001,-0.0490202125769526,-0.0842769842936901,-0.0137634408602151,-3.07281070902767,-4.03604709002261,-2.10957432803272,-2.58906693776068,-3.03359862284592,-1.94509855209788
"Blair1131","Approve_Handling","Male, Democrat, Erica, Not engage","Male, Republican, Erica, Engage",0.298302207130725,0.0366970795001306,0.341493589212136,0.397226809760678,0.285760368663594,1.17697055650594,2.69570777777019,-0.341766664758312,-2.10673402087394,-2.20508467449074,-3.39199712600417
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Eric, Stay out",-0.152584560829243,0.0358020466169716,-0.215260333190877,-0.29186475240326,-0.138655913978495,-1.75061981881011,-3.89028574439073,0.389046106770503,0.387274755272831,-0.257917806248761,1.93096403319188
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Democrat, Erica, Stay out",-0.173086329175835,0.037425842823027,-0.181762088912311,-0.229878344491288,-0.133645833333333,-0.231812006946637,-1.51745454561975,1.05383053172648,1.49655205787628,1.21248621506087,2.47613142113224
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Democrat, Erica, Not engage",-0.339567604667124,0.0367935131271656,-0.321149912294844,-0.391063265449902,-0.251236559139785,0.500569008146221,-1.39958531833585,2.40072333462829,3.59939988225395,3.3473577859175,5.10606254336567
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Eric, Not engage",-0.266803675048347,0.0373152440328297,-0.356526488987887,-0.48385007942505,-0.229202898550725,-2.40445470115652,-5.81656130094572,1.00765189863268,0.986576671009195,-0.0177564254498043,3.44263289779078
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Eric, Engage",-0.0801454258901063,0.0362287196017482,-0.000106873905162674,-0.0026496452462228,0.00243589743589745,2.20925698906238,2.13907037002058,2.27944360810419,2.22016104920838,2.13861338642485,2.26952845438316
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Erica, Stay out",-0.188411999673917,0.0374258428230264,-0.17954868808341,-0.268071735141179,-0.0910256410256409,0.236823299676082,-2.12846871195244,2.6021153113046,1.94425650713424,1.06040434794053,3.57595184195363
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Erica, Not engage",-0.276115543735214,0.0365033827513821,-0.370170124871796,-0.475340249743592,-0.265,-2.57659904500278,-5.45770531364892,0.304507223643353,1.02213169942262,0.365230872429346,3.17983202100119
"Blair1131","Approve_Handling","Male, Democrat, Erica, Engage","Male, Republican, Erica, Engage",-0.041265397536395,0.0365983096823105,0.0203436769172926,0.00616354431077559,0.0345238095238096,1.68338578990346,1.2959325788233,2.07083900098361,1.49641788231435,1.18718628825218,1.71574944065597
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, WARNING",0.434922473139027,0.0268469316731273,0.713088066470708,0.706126505149853,0.720049627791563,10.3611688932823,10.1018632338641,10.6204745527004,0.525547039238152,-2.82092850045064,-1.22417408046362
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, NO WARNING",0.610626885685552,0.0277684694444884,0.906616824483064,0.988294377711068,0.824939271255061,10.6592096978633,13.6005872696911,7.71783212603552,-1.44118610698809,-3.88554542985411,-5.41060202670245
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, WARNING",0.609872611464962,0.0283548969933422,0.902335827619347,0.988613962931001,0.816057692307692,10.3143811886552,13.3571760657416,7.27158631156877,-1.47962441360876,-3.77285090037593,-5.44627650725848
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","HIGH STATUS, NO DRINKING, WARNING",0.0372494236254802,0.0280927505615482,0.0207862951967326,-0.00684621302533811,0.0484188034188034,-0.586027644131127,-1.56964468659662,0.397589398334362,-0.823145455799479,-1.4508239744846,-0.30838986109804
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.000781875738966087,0.0279271968110217,0.00957316758022847,-0.00626480542309744,0.0254111405835544,0.370787064282365,-0.196329396080579,0.937903524645309,0.281544437567091,-0.0870322915218628,0.593471469794663
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, NO DRINKING, WARNING",0.00964206166230075,0.028092750561549,0.0348667134554553,-0.0102885511110675,0.080021978021978,0.897906089255634,-0.709457506829097,2.50526968534036,0.474439771153985,-0.530436880876469,1.2998834712613
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, NO WARNING",0.457965402431971,0.0275790218522222,0.654698521107834,0.697089349907976,0.612307692307692,7.13343351080494,8.6705013962175,5.59636562539239,-1.65394387480772,-3.74826595461406,-4.19956532883316
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, LIGHT DRINKING, WARNING",0.397673049513543,0.0265699113824637,0.692301771273975,0.712972718175191,0.67163082437276,11.0888108552326,11.8667941387922,10.3108275716731,1.44150701702296,-1.31732106202845,-0.848326425656309
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, HEAVY DRINKING, NO WARNING",0.57337746206006,0.0275007335520321,0.885830529286332,0.995140590736406,0.776520467836257,11.3616266502529,15.3364319492918,7.38682135121397,-0.575553524770732,-2.44224317111267,-5.08781981574802
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, HEAVY DRINKING, WARNING",0.572623187839472,0.0280927505615495,0.881549532422614,0.99546017595634,0.767638888888889,10.9966570879667,15.0514627320119,6.94185144392145,-0.632305816823721,-2.35813960901485,-5.12955287534824
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.0380312993644608,0.0276609973126767,-0.0112131276165042,0.000581407602240676,-0.023007662835249,0.969530181605788,1.39592605900026,0.543134304211318,1.15882066010554,1.38467902870007,0.972465098628056
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, NO DRINKING, WARNING",-0.0276073619631907,0.0278281347690391,0.0140804182587226,-0.00344233808572941,0.0316031746031746,1.49804435575373,0.868366639662341,2.12772207184513,1.3482652252826,0.928223902080002,1.68328428934006
"CalarcoS38","Approval","HIGH STATUS, NO DRINKING, WARNING","LOW STATUS, LIGHT DRINKING, NO WARNING",0.420715978806467,0.0273094287185893,0.633912225911101,0.703935562933314,0.563888888888889,7.80669011063982,10.3707619461868,5.24261827509285,-0.7844457765977,-2.29376229322424,-3.86293485373298
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","HIGH STATUS, NO DRINKING, NO WARNING",-0.458817675159237,0.0282216704286389,-0.633619236691265,-0.6280342293507,-0.63920424403183,-6.19387721836064,-5.99597938822733,-6.39177504849395,2.19131096835128,4.93606444515727,3.72194809017477
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, LIGHT DRINKING, WARNING",-0.0238952020201993,0.0267061835263156,0.0794688297794428,0.0780922757991526,0.080845383759733,3.87041569222311,3.81887130068046,3.92196008376575,2.80402525709842,2.38132769568462,2.64030365447442
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, NO WARNING",0.15180921052632,0.0276324156303633,0.272997587791799,0.360260148360367,0.185735027223231,4.38573228220821,7.54371027935016,1.22775428506627,0.751145161428899,1.1375697318702,-1.69606544088944
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, HEAVY DRINKING, WARNING",0.151054936305732,0.028221670428639,0.268716590928082,0.360579733580301,0.176853448275862,4.16919526148772,7.42425214709991,0.914138375875523,0.666894962363656,1.14630530513901,-1.80892401935741
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","HIGH STATUS, NO DRINKING, WARNING",-0.421568251533755,0.0279582748465124,-0.612832941494533,-0.634880442376038,-0.590785440613027,-6.84107624704304,-7.62966213091978,-6.0524903631663,1.34668780230953,3.5256758044219,3.38769945328375
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","HIGH STATUS, LIGHT DRINKING, WARNING",0.00707236842105693,0.0276324156303624,0.0104827030962099,0.0409175134721131,-0.0199521072796934,0.123417898774136,1.22483482818879,-0.97799903064052,0.0209853776682232,0.496423318181991,-0.597313753850858
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, NO DRINKING, NO WARNING",-0.459599550898193,0.0277919200488411,-0.624046069111037,-0.634299034773798,-0.613793103448276,-5.91706215057644,-6.28598108977685,-5.54814321137603,2.46971905767626,4.9258518666144,4.31606546736232
"CalarcoS38","Approval","HIGH STATUS, LIGHT DRINKING, NO WARNING","LOW STATUS, NO DRINKING, WARNING",-0.449175613496932,0.0279582748465118,-0.59875252323581,-0.638322780461768,-0.559182266009852,-5.3500049827838,-6.76533756117767,-3.93467240438995,2.65051424772773,4.45048984186695,5.0037083740344
